NAICs,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
51,KY,145064,140699,139611,130666,123153,117797,118434,112854,109565,105279,99851
511210,KY,60573,60097,58370,53428,51749,49091,49229,46476,45947,42238,42102
518,KY,45424,43893,40240,39564,39086,36975,37435,33681,31192,33739,32278
519130,KY,59926,56628,58537,55320,*,*,*,*,*,*,*
52,KY,134794,127567,127900,121256,117016,113789,107919,103611,99164,95973,92025
522320,KY,42002,38846,38229,38848,38096,34961,36274,33007,31366,27949,26694
54151,KY,113341,111480,115012,120150,119730,118820,113579,105401,107319,100412,97549
611420,KY,0,0,0,0,0,31661,0,0,0,0,*
811212,KY,37312,37934,37690,34829,39971,36811,37825,37038,35663,34881,33958
811213,KY,36437,36240,35773,30456,29562,29708,31315,30743,33249,33455,30207
10,LA,268532,266822,263290,247303,236046,222251,212101,204594,197959,188491,179467
11,LA,32627,30087,30068,28225,26158,24418,23224,23321,22227,21446,21001
323115,LA,38791,38417,36311,34577,35099,32515,31171,30754,30208,30769,29619
33411,LA,31987,0,64609,33539,0,0,0,0,0,0,*
334611,LA,0,0,66501,64427,58676,52596,49033,0,46429,40448,50643
423430,LA,65984,64995,64936,61198,61843,56526,51922,48154,49749,54133,51267
425110,LA,59710,56047,59100,56320,44841,40846,39685,37667,34823,37052,29717
443120,LA,44532,41108,30349,30687,28151,28033,27621,26593,26972,28640,30166
454111,LA,36141,33901,30882,30824,31833,27397,31472,29573,29795,0,25650
51,LA,148762,120115,112735,109400,103951,98509,94622,90850,88818,85224,80957
511210,LA,69121,69626,71520,72918,80864,79296,62805,57685,62057,57258,55609
518,LA,52259,54855,55242,54638,50176,39043,44408,44130,43118,42464,41595
519130,LA,56319,63000,70447,62391,*,*,*,*,*,*,*
52,LA,226561,220216,211538,166813,193129,154449,145358,135777,132894,125001,87721
522320,LA,57209,54320,49790,45492,39796,35822,31730,31905,28161,26665,27244
54151,LA,117891,113287,114146,93590,91854,94141,91011,76571,83748,47354,50732
611420,LA,45512,44906,48291,61462,55806,51486,45422,47115,40734,38687,36698
811212,LA,35133,36010,35965,34940,34197,29282,30244,30665,31716,30975,29632
811213,LA,50907,46632,45344,43880,41273,39044,36309,39831,39803,38709,37803
10,ME,255145,253723,250691,243767,233244,226387,218109,210429,203050,194643,185523
11,ME,33161,0,0,31863,30558,28804,27571,25500,25202,24894,24169
323115,ME,0,0,0,30831,30387,33695,41496,0,0,34487,*
33411,ME,*,*,*,0,0,0,0,0,0,0,*
334611,ME,*,0,0,0,0,0,*,0,0,0,*
423430,ME,92391,86832,84846,78243,75170,73033,69037,64182,62569,63654,61356
425110,ME,47739,48060,48826,52285,56473,58466,56376,58648,44244,47759,46171
443120,ME,48931,44856,52777,47887,43036,40172,40480,40601,38591,42217,37595
454111,ME,47028,48104,0,45736,39119,0,0,22123,28578,62123,*
51,ME,66039,156885,65695,63363,61025,59362,59340,57155,55218,53177,51741
511210,ME,56793,55844,54535,46287,40594,39098,40821,37507,52828,41978,41867
518,ME,75987,64465,70172,70779,59457,53287,51972,48268,43224,41917,38378
519130,ME,51470,62138,70900,54981,*,*,*,*,*,*,*
52,ME,183298,181989,179716,172217,162011,103894,98604,95094,89982,84926,81291
522320,ME,58697,56623,48084,46061,38264,34752,33204,28728,35290,36299,34024
54151,ME,65682,61794,59693,57194,54554,51900,49710,47926,46065,41620,40576
611420,ME,0,0,0,0,57333,43714,42376,0,0,26574,*
811212,ME,59033,40619,39746,39480,38881,46261,51390,46470,49358,42850,35905
811213,ME,38714,35507,36171,43670,42228,38527,35314,35520,36202,33681,*
10,MD,348849,344731,336846,327099,311549,299304,287061,274702,266367,254232,238099
11,MD,30833,30056,29888,29141,28926,27579,26623,24886,23923,23392,22460
323115,MD,47466,43870,46381,48736,46896,47237,0,0,41841,38696,*
33411,MD,0,0,85847,0,0,0,0,0,0,0,*
334611,MD,161036,154975,151806,148882,139018,125874,124323,124321,118632,111227,103633
423430,MD,136802,129136,121540,118615,110253,102685,99520,98356,94306,94222,101077
425110,MD,74497,70573,71939,68744,66514,61662,61121,60403,61797,64258,57852
443120,MD,74919,72697,58680,0,0,59093,61719,59443,58475,62414,62000
454111,MD,50581,44122,43134,39175,39048,33324,33158,30750,30187,29691,21416
51,MD,128260,118520,94335,91411,89033,86365,84970,80781,78665,77481,75670
511210,MD,104671,104400,105671,104047,99674,92357,93568,85532,89893,86852,88438
518,MD,70391,62287,61454,61025,70074,61638,61756,60870,60133,56845,49633
519130,MD,95456,87760,85787,80195,*,*,*,*,*,*,*
52,MD,177539,165315,165180,160322,154880,150256,139840,130967,122299,167070,122444
522320,MD,46556,45128,48562,57435,49920,46852,48030,45648,43563,43913,41006
54151,MD,143216,140598,146571,143864,137863,136068,129828,123454,123698,114034,69462
611420,MD,50771,50835,50991,0,0,44796,47639,50276,52321,51090,52808
811212,MD,51371,53499,53084,53974,53956,55510,49953,49030,45447,44535,49165
811213,MD,87320,91610,77618,74972,73897,64722,58625,57069,57673,56538,48890
10,MA,345534,343288,341504,332161,318418,305262,298563,282947,272258,263904,254454
11,MA,47389,46383,45736,45399,43049,44039,39062,35208,33517,31625,30871
323115,MA,53799,51824,54177,54916,56496,56476,51888,50776,44712,43563,40792
33411,MA,134514,117992,115784,124262,109179,101543,103178,95876,91154,95732,119987
334611,MA,50161,0,0,0,0,0,0,89355,95192,86424,97957
423430,MA,128603,123183,124265,121293,117219,107770,106463,105278,101745,107489,121201
425110,MA,79773,76150,82790,88853,90509,72136,68914,72194,70461,77180,81647
443120,MA,62910,56733,46872,49486,63132,85415,76849,69643,70584,70526,69381
454111,MA,58018,58695,55433,52158,52006,47844,0,0,0,0,*
51,MA,175150,164025,161755,159353,155460,149522,141874,133239,128260,124114,121636
511210,MA,136538,119345,122469,122978,117579,112167,100608,96368,94117,95077,105959
518,MA,98031,95701,93008,84981,88476,82428,85787,75700,75285,71451,75469
519130,MA,106981,98265,107208,96133,*,*,*,*,*,*,*
52,MA,349753,291344,223750,212216,196195,190679,186282,164089,165724,195449,157667
522320,MA,87961,90087,84058,76930,73629,61922,61669,60259,56428,49276,68515
54151,MA,127117,115353,113772,114340,111400,98708,96351,90619,87737,90236,96978
611420,MA,62443,60208,62156,56147,56224,53211,49353,48504,47689,53113,47455
811212,MA,79236,75325,77034,81502,64131,61654,69069,67082,65891,66757,60345
811213,MA,56798,54043,51296,50035,49418,48821,51878,46359,46244,44331,42773
10,MI,300687,294633,291215,282568,275188,264869,255562,248125,240952,232079,226135
11,MI,24495,23789,24155,23004,22120,21594,21187,20338,19615,19043,18732
323115,MI,36965,40556,43377,37109,45875,45611,47532,42954,40132,38822,37215
33411,MI,82454,82109,79449,76762,73087,71516,68271,65631,65915,66915,61751
334611,MI,77026,0,0,0,0,98644,0,0,0,0,*
423430,MI,123325,112798,115367,114563,103369,100402,96988,95579,85514,89864,85864
425110,MI,95119,82973,83343,88142,77327,69422,66445,61014,60413,60915,62632
443120,MI,58415,67510,68768,66030,59497,55242,49675,48657,49738,53395,56614
454111,MI,52082,51532,51071,52405,48622,53491,53137,51865,0,34688,*
51,MI,124584,121990,117659,116295,111775,107674,106834,98878,84715,81493,78711
511210,MI,96703,89041,93444,93221,90593,85420,81652,80781,78088,82423,80723
518,MI,59777,61292,62882,64693,60242,57272,54451,51058,49202,49224,50692
519130,MI,111890,97702,84312,84015,*,*,*,*,*,*,*
52,MI,140328,136631,134168,129087,121880,120693,170978,171498,154998,102355,96873
522320,MI,48985,56098,56828,61113,52612,48278,49021,52058,50944,49876,48373
54151,MI,146559,236733,147156,141788,141383,131088,68865,66014,66277,69281,66658
611420,MI,55542,58367,56059,53488,51419,47567,45881,44290,46374,48208,44356
811212,MI,43437,45782,44442,45108,46570,46178,48058,43033,42143,41737,35804
811213,MI,46357,42049,44395,42070,43219,41549,47078,41082,42571,42840,41460
10,MN,296443,295429,291833,281207,270777,260844,256546,246933,241280,230537,222547
11,MN,78185,82256,81630,71224,72255,65558,66609,65036,53450,51892,21718
323115,MN,48891,46967,47148,50118,0,0,0,0,48959,51276,38745
33411,MN,94693,91914,89231,85890,80929,80207,80106,79266,72521,68152,70121
334611,MN,66797,62576,54331,58049,62048,61679,57705,56390,56422,0,*
423430,MN,89446,84631,86137,90371,96386,93063,84462,85740,82516,85492,86747
425110,MN,64993,65214,66777,62764,61502,59429,62342,54877,53267,55227,57443
443120,MN,57470,58875,62391,58258,49490,46591,44181,43266,42614,47489,42267
454111,MN,35695,34862,38927,40321,35958,33235,37496,39822,39651,0,45562
51,MN,102005,98350,142534,93917,89642,86242,85333,98916,96893,93231,72320
511210,MN,93999,94289,92750,92250,85135,86667,85325,79469,76524,75672,69086
518,MN,144872,134969,128087,134962,125218,71277,69183,60568,50975,53288,48065
519130,MN,77163,73061,73514,74193,*,*,*,*,*,*,*
52,MN,161282,204944,208865,201486,191444,185330,177475,163734,152872,154080,111158
522320,MN,74378,76290,63874,71348,61389,68425,52885,43879,42491,38587,27040
54151,MN,173017,169011,164373,159211,152777,147853,145519,138558,132342,127096,70678
611420,MN,0,56893,64026,66934,60110,48697,52870,53527,56027,58627,58641
811212,MN,51111,53691,52260,48690,65821,60900,55738,54639,52291,51951,48877
811213,MN,40611,38367,38349,37660,38452,33270,36286,33357,34470,34129,32450
10,MS,236666,234340,230146,222224,214269,205449,195846,188469,180966,174204,169103
11,MS,28186,27450,27548,26285,25228,24107,23394,22910,21748,21193,20387
323115,MS,32587,33508,31706,27863,24894,23315,26499,20501,18473,14484,*
33411,MS,0,0,0,0,0,0,0,0,0,0,*
334611,MS,*,*,*,*,*,*,*,0,0,*,*
423430,MS,75683,71860,71797,71605,68505,71426,67978,65096,64247,61085,56775
425110,MS,64374,56954,53732,66073,87726,55741,49635,41542,34761,35588,34579
443120,MS,0,0,0,0,0,0,0,33115,32879,31471,*
454111,MS,0,0,0,0,0,32115,29418,27036,25765,21839,27235
51,MS,120544,93619,92693,89006,87047,83778,80363,78224,75939,75800,76890
511210,MS,63797,62182,62014,58693,53167,47902,45381,42911,42982,39212,41907
518,MS,47978,43464,44507,41331,43517,41030,36094,35323,32147,34033,32428
519130,MS,54141,40442,54220,0,*,*,*,*,*,*,*
52,MS,113881,112601,111105,105636,102693,102415,95912,92813,89009,86107,83586
522320,MS,45249,46937,56827,63047,49750,51204,42893,50767,55770,65430,*
54151,MS,64076,61324,56473,55412,55798,51784,51899,50669,49528,48531,47801
611420,MS,33353,31981,0,0,25340,26117,26880,23594,25619,27860,25750
811212,MS,42631,41739,42154,40910,39664,41082,36612,35714,37282,37618,37905
811213,MS,35764,33739,30356,31927,31468,32624,26005,25241,27156,23729,24376
10,MO,255877,252007,249500,239298,231594,223331,217295,210173,206531,200468,192848
11,MO,29358,29539,28497,27545,26042,25965,25090,25277,22761,22120,21330
323115,MO,40630,43193,45109,45546,45471,45900,46283,44030,40962,39377,*
33411,MO,55804,53417,50570,49059,51506,34554,34437,34146,33794,0,40614
334611,MO,95221,85922,89642,84366,0,0,116450,80630,0,0,100605
423430,MO,94947,86204,97436,95296,87069,85153,83945,81647,83250,89479,82762
425110,MO,75418,80640,73545,76478,76656,70126,58167,46517,50742,52355,49149
443120,MO,47862,46722,39763,41163,39190,39820,41222,40158,38932,39511,37806
454111,MO,45571,43194,43163,44649,40671,35582,35966,0,0,0,*
51,MO,123057,119655,116035,113530,112348,106459,103596,96763,91281,111252,114570
511210,MO,82403,77462,82498,79269,78820,75935,76689,73748,72392,79162,70357
518,MO,104723,86030,70002,66650,66660,59635,58625,55262,49702,52702,47425
519130,MO,48743,54707,53071,53038,*,*,*,*,*,*,*
52,MO,188447,183113,176506,171372,165871,163454,154907,148818,140812,136388,130240
522320,MO,45388,44677,51579,43827,48743,45311,43134,0,0,0,*
54151,MO,136953,138153,134856,126995,121720,118547,112734,108424,121702,67362,64347
611420,MO,76749,77902,85743,85535,0,70723,68385,71105,73904,70714,61325
811212,MO,47230,52451,47907,46727,46248,45936,42037,41365,42396,43584,43596
811213,MO,39776,43385,43250,42181,39746,38982,38283,36729,34588,31056,30401
10,MT,240116,239816,237193,229342,217005,207416,198008,191298,184323,177209,171118
11,MT,28144,28332,28701,28027,27844,26040,24782,24267,23909,22213,22601
323115,MT,15199,19535,20816,0,0,17840,0,0,0,14416,*
33411,MT,39991,39040,0,0,0,0,0,0,0,0,*
334611,MT,0,*,*,*,*,*,*,*,*,*,*
423430,MT,81855,83307,82311,85901,75126,69257,61881,66855,67803,62252,53364
425110,MT,62273,69934,72295,69153,52371,50167,47331,43651,44580,41939,40706
443120,MT,35274,34013,27084,26270,23954,24485,24647,23599,24821,28011,26378
454111,MT,30782,28164,29227,0,0,22408,22278,23805,0,0,*
51,MT,91112,64173,67032,62815,37439,35464,35010,33362,32798,31137,29392
511210,MT,66159,67368,69559,62984,59946,56925,57272,63102,53669,48669,44555
518,MT,51629,49982,50456,48159,41079,40424,41969,33356,30529,29074,27101
519130,MT,40950,38195,45592,47307,*,*,*,*,*,*,*
52,MT,123894,113505,120161,117620,113395,109294,102579,99519,93945,88487,80110
522320,MT,57685,48099,59815,64452,57271,62351,66430,39111,34980,28993,79545
54151,MT,57452,57986,55961,52015,48462,45247,42826,38162,34309,33887,35511
611420,MT,46174,0,0,48078,51932,53566,43246,56243,38948,0,*
811212,MT,41839,46303,40428,40150,40164,38714,40691,41063,36881,33196,36787
811213,MT,36481,37619,35043,32737,32852,30193,28777,24214,26017,24591,24561
10,NE,253527,247961,244072,236228,228356,218539,212369,204639,196506,188234,181345
11,NE,29735,29099,29043,26651,26383,25249,24504,24037,22763,21622,21882
323115,NE,36300,31718,31441,29824,26144,29660,33047,29446,0,33858,*
33411,NE,0,0,0,0,63348,43230,42846,57504,52429,46311,47292
334611,NE,0,0,0,0,0,0,0,27200,31436,0,*
423430,NE,85134,83646,82051,80034,77240,72201,62911,59077,62909,62367,63515
425110,NE,75575,67291,63697,73733,66591,61443,47543,40139,41016,32623,34815
443120,NE,0,0,0,0,0,0,0,0,43131,43978,*
454111,NE,0,0,41318,38734,35933,34968,0,0,43518,49306,*
51,NE,115771,114208,113752,116323,104359,102160,101012,99380,95757,90665,100202
511210,NE,74538,73578,65191,57003,68207,63871,59423,56126,52303,51323,51607
518,NE,67092,66470,70418,97197,63496,63017,56821,56141,52781,49614,50168
519130,NE,57945,59322,58634,57383,*,*,*,*,*,*,*
52,NE,129826,123404,122814,118739,116835,116739,108088,103720,98014,96184,89523
522320,NE,50663,48370,48445,50532,45558,47879,46843,41150,42464,39775,35184
54151,NE,68061,69111,67599,68214,67039,65216,62425,60570,55587,56313,58098
611420,NE,47893,52182,49524,45921,48562,45026,44139,40734,0,30812,*
811212,NE,44443,46926,43438,45915,35334,37040,41374,33809,35606,34808,36896
811213,NE,55505,53914,50150,50241,43829,42658,40610,37907,28707,30787,35619
10,NV,299870,304311,299196,290604,279816,267007,260432,247142,237813,231880,225259
11,NV,76985,77811,77622,74280,72497,67398,24732,23357,23280,22238,21412
323115,NV,37953,39000,39780,40912,38956,38285,39636,40199,40789,40946,40121
33411,NV,37119,42180,40733,35941,36841,39110,40173,44620,44406,43186,41183
334611,NV,*,0,*,*,*,0,0,0,0,0,*
423430,NV,107567,103305,104431,104891,99555,107744,93058,95480,94641,88568,110053
425110,NV,58382,57255,68283,79085,67760,75804,68587,55263,51905,53134,54811
443120,NV,35055,31474,32224,34218,34386,34154,33718,32474,32833,32705,29420
454111,NV,39724,35829,34446,33732,31052,29313,0,27515,0,31437,*
51,NV,121733,90849,88615,135818,84357,87804,79191,76706,75627,45134,43947
511210,NV,95409,96180,87890,83755,78728,71532,69692,78231,91276,94212,79769
518,NV,54385,57850,58811,58143,48579,44472,44938,54027,49610,65210,66030
519130,NV,77625,57588,57609,56709,*,*,*,*,*,*,*
52,NV,131720,129384,127759,122514,118651,119536,109452,105256,99876,89161,86237
522320,NV,54532,52229,49361,43458,46783,44322,43484,51318,37925,40275,37079
54151,NV,76820,74967,78581,77942,74750,77120,72442,61892,57918,59668,63298
611420,NV,52003,54114,47981,0,0,0,0,34944,0,38603,*
811212,NV,39138,38861,40445,40304,39986,40331,35090,33096,37190,45363,46432
811213,NV,54264,53904,52288,49006,47103,43426,37827,43639,45265,51051,43731
10,NH,290101,288617,283337,276436,260596,249978,245009,230665,221477,213434,206602
11,NH,30104,28862,29271,29969,27830,26421,26239,24377,23334,23484,23963
323115,NH,59081,54317,49252,45684,0,42541,41196,0,0,0,34175
33411,NH,112987,108387,142436,120656,119543,101427,90280,87439,95545,90822,86688
334611,NH,0,0,0,0,0,0,0,0,0,0,*
423430,NH,122273,106902,106715,107801,103698,95261,92793,87063,83488,79279,88346
425110,NH,95979,91330,96280,101616,104221,86351,64050,62773,61384,68109,72163
443120,NH,95501,102358,96957,84955,81033,75202,70230,67880,63500,57392,54338
454111,NH,0,0,0,0,0,0,0,0,0,0,*
51,NH,202301,197218,196074,178317,175952,171696,160415,188594,186036,181567,145600
511210,NH,129270,114846,118438,106059,99719,99018,95857,81176,80212,79525,75730
518,NH,65330,64661,62738,66560,65992,67218,58477,52751,51555,54812,78003
519130,NH,186116,168980,166660,151828,*,*,*,*,*,*,*
52,NH,213433,201696,198534,189781,150935,187716,168348,128124,122330,115781,111410
522320,NH,0,0,88698,77486,72700,69445,62899,59285,47286,45634,*
54151,NH,92234,90389,90464,85504,86239,131245,127349,76086,75597,71699,72157
611420,NH,64947,66061,0,0,0,0,51781,41113,38493,50451,48748
811212,NH,69531,63435,57852,58739,57014,56287,53966,51741,49662,46732,44207
811213,NH,73180,75965,77221,72613,76055,72652,79411,74566,0,0,*
10,NJ,362457,355526,350915,341392,326891,313935,307329,294070,285214,274593,266920
11,NJ,26826,26957,27357,26475,25100,24554,24218,23495,23145,22709,22358
323115,NJ,57498,60582,66695,68750,64122,62867,60634,57946,53115,48228,45917
33411,NJ,91214,86228,92972,75225,73031,71135,66221,70776,66859,66905,65101
334611,NJ,0,0,100241,109694,100422,90748,81530,72263,86249,88589,98258
423430,NJ,117779,109207,103540,113202,107604,101328,98227,93819,89496,89849,97578
425110,NJ,77860,74504,73113,82535,74859,68748,69711,65047,70120,67681,69295
443120,NJ,83579,81279,89320,80853,75499,66062,64639,65133,60531,61970,58514
454111,NJ,49387,50185,51798,52946,53098,47287,58580,0,0,0,*
51,NJ,159637,221775,221260,209458,202048,197908,201147,125127,110687,128106,126292
511210,NJ,117091,109283,114361,122203,100999,94928,92787,90085,90643,90376,98589
518,NJ,97624,94286,94384,95721,87024,81057,77657,72012,69950,108091,64495
519130,NJ,98034,88895,93383,89173,*,*,*,*,*,*,*
52,NJ,268242,254157,245375,229226,218181,213298,201014,199613,196775,181187,140741
522320,NJ,93093,80677,75359,76256,80454,62199,57247,58401,63040,60231,55569
54151,NJ,205333,186819,186114,176862,171892,162876,146429,143697,140614,143940,116362
611420,NJ,54603,52339,57913,74158,53535,50820,48518,42635,43239,48351,43183
811212,NJ,64432,61389,61564,65194,63510,65831,55318,55081,53523,56220,52751
811213,NJ,44558,42584,41749,64279,72009,87347,85960,67159,74109,73950,69467
10,NM,266882,265788,260278,250236,237680,225530,218049,208485,202957,195394,186150
11,NM,24617,24316,23754,22459,20896,19197,17957,16840,16190,15476,15035
323115,NM,21962,23039,22354,21444,20978,21836,19721,19540,20252,17185,21291
33411,NM,87442,84757,86201,82221,82601,0,74083,60777,58347,60167,81454
423430,NM,89261,90550,89630,94222,80248,78141,62426,65001,76746,80509,73248
425110,NM,45186,37202,39474,38018,37094,37230,34789,34857,34138,31349,30499
443120,NM,41046,45207,32113,30928,32760,35550,36787,35583,36001,35312,32571
454111,NM,40936,29223,28796,29360,27239,25387,0,0,17494,16010,23906
51,NM,153411,217637,209160,206581,206928,197712,188716,178969,173671,101385,99289
511210,NM,78271,79630,79854,71989,64297,61004,59912,59996,55426,54820,61594
518,NM,37441,40873,39885,35015,35557,78995,79402,74605,71873,77004,32756
519130,NM,46164,45031,44976,40551,*,*,*,*,*,*,*
52,NM,123310,119361,118411,114144,109363,106790,100139,98602,94720,86750,80393
522320,NM,49615,50170,51921,51005,40947,35276,25459,28482,25016,26360,27414
54151,NM,66068,64825,66559,69924,59892,58326,56657,59261,55710,53953,54872
611420,NM,54348,61017,65932,68954,0,49086,41882,41543,41774,39671,36915
811212,NM,48622,46983,44291,42052,39499,38449,35404,34652,29168,28054,25724
811213,NM,35320,47276,53279,0,0,67352,64362,0,52177,53233,*
10,NY,349546,335842,337562,328483,315143,301776,293969,280052,273406,269813,260019
11,NY,29071,28254,27840,27154,26052,24650,24099,23183,22579,21935,20757
323115,NY,54123,52918,54140,53321,57924,57809,58894,55382,53963,56324,51388
33411,NY,150719,139613,140591,138878,124420,115282,112235,106460,95516,102453,92950
334611,NY,53941,49846,53631,59052,109524,99838,102618,87525,85096,78008,77388
423430,NY,117113,115254,115394,114207,106240,100741,95796,92111,91574,96240,103211
425110,NY,73032,67011,70108,70557,63406,77169,57687,56604,51363,55161,49431
443120,NY,59997,57682,63289,63531,57379,56889,54748,52570,53034,54160,51577
454111,NY,64114,59456,62928,63584,62320,67944,60733,64449,64117,65774,61017
51,NY,174115,168709,168680,168224,159645,149816,145060,138573,130166,94068,91282
511210,NY,120196,140870,117189,111096,103073,107435,95011,88980,87810,91857,85746
518,NY,92902,85792,91547,93929,80356,72774,66997,59925,63917,66593,61458
519130,NY,126993,97893,102112,97906,*,*,*,*,*,*,*
52,NY,367418,330542,358832,350360,316577,293655,280504,258161,254167,275160,250073
522320,NY,115519,98967,92824,101944,92728,90088,90523,90376,92418,89743,81246
54151,NY,154228,147846,155905,153225,148526,131389,122928,117643,116899,112704,107322
611420,NY,44349,47575,49025,47711,46223,43977,41616,42927,45771,45809,42966
811212,NY,50559,50118,54564,55467,55826,52133,51736,50202,50875,53572,49802
811213,NY,45747,47671,62019,41789,37801,36540,36923,36148,37425,37282,37182
10,NC,266173,262598,259352,254579,242634,231781,224895,216740,210089,203399,195188
11,NC,28173,27357,27669,27989,26694,25685,24318,23450,22856,22304,21450
323115,NC,92874,66731,71237,89014,77223,73375,61202,49474,42994,43389,41460
33411,NC,120311,110946,108744,106117,99240,98969,94271,90248,86178,0,*
334611,NC,0,0,152407,154692,0,122069,118802,127179,119479,117067,140000
423430,NC,104408,97014,104409,102442,94006,91548,90006,88732,82513,72831,69722
425110,NC,54548,54847,53135,50448,47991,57829,55129,52387,50960,51244,54259
443120,NC,58451,59815,57680,59166,55804,52739,55496,53480,54554,56520,55014
454111,NC,41781,36398,31326,31870,33382,0,0,35353,37751,39785,24958
51,NC,116472,117872,118566,82427,79924,78400,73618,69542,67981,19755,63592
511210,NC,94486,89845,87545,83056,81060,77051,76994,72892,70072,70081,65819
518,NC,84449,79845,80967,77923,74411,71299,67709,63080,59066,57949,53161
519130,NC,66938,67516,69262,66724,*,*,*,*,*,*,*
52,NC,152063,141101,145115,140845,136887,129895,121129,116633,109996,103400,98914
522320,NC,87012,78274,76156,59773,67860,51773,55716,46941,35829,31094,27677
54151,NC,147640,144167,135875,127851,121744,113381,110296,107224,101859,102887,104067
611420,NC,66924,64040,71385,65372,61352,58013,52589,43929,44651,47805,48514
811212,NC,43633,44195,45065,44828,44202,48290,47289,43157,47323,44932,43071
811213,NC,45183,42474,37979,35729,33500,34303,33243,34606,32500,31698,30913
10,ND,244787,235364,228338,217183,203885,196613,189688,181418,174577,168489,161219
11,ND,75110,76347,68426,71208,62161,62256,27032,25212,25827,23463,22504
323115,ND,0,0,0,0,0,0,0,0,0,*,*
33411,ND,83918,73729,80682,77746,73809,0,0,0,0,0,*
334611,ND,*,*,*,*,0,0,0,0,0,0,*
423430,ND,76985,67689,68824,71566,57468,55506,47906,55258,54403,60186,48567
425110,ND,25275,22900,25429,25005,22069,23109,22515,21031,0,27513,*
443120,ND,0,45173,0,40842,37839,37230,33602,32294,31168,31199,31588
454111,ND,0,34880,32672,32981,29653,33486,26955,28618,0,21607,*
51,ND,96674,68971,57059,57116,55922,50604,49417,45877,42316,40133,38792
511210,ND,82461,80088,89504,103096,96706,77300,76128,65028,54258,47888,45265
518,ND,77299,38842,38265,36679,34174,37540,35885,34931,30882,27645,25813
519130,ND,40550,43743,57914,0,*,*,*,*,*,*,*
52,ND,122498,116776,118446,109335,103870,96170,94906,91062,87149,85772,82954
522320,ND,0,0,0,0,0,0,0,0,0,0,*
54151,ND,46059,42932,40686,40252,38156,35581,34372,31271,30185,25236,22708
